Os01g0100900	Q52RG7
Os07g0190000	Q6YU51
Os07g0190800	Q6Z4I3
Os07g0193800	Q69WS3
Os07g0195400	Q6ZDQ1
Os07g0197100	Q6Z398
Os07g0201100	Q6Z382
Os07g0202100	Q6Z4K6
Os07g0206400	P17048
Os07g0206700	Q6ZIX2
Os07g0208500	Q84ZN6
Os07g0209000	Q6ZLK0
Os07g0214100	Q01883
Os07g0214300	Q01882
Os07g0214600	Q8H4L8
Os07g0214900	Q8H4L3
Os07g0215500	Q01881
Os07g0216600	Q7X7E6
Os07g0216700	Q7X8H9
Os07g0219300	Q42465
Os07g0225300	Q7EZT1
Os07g0229800	Q8H2J9
Os07g0232100	Q84YL3
Os07g0232800	A3BI11
Os07g0232900	Q8H384
Os07g0233300	Q8H383
Os07g0235800	Q8H443
Os07g0243200	Q0D7I3
Os07g0246200	Q9SLY8
Os07g0249700	Q8H3C9
Os07g0249800	Q8H3C8
Os07g0249900	Q8H3C7
Os07g0252400	Q6YVM4
Os07g0257200	Q8H4H5
Os07g0258400	Q0D7E4
Os07g0259100	Q7F239
Os07g0261200	E5RQA1
Os07g0265600	Q6YSJ5
Os07g0271500	Q8LIL0
Os07g0280200	Q69RG7
Os07g0281000	Q6Z358
Os07g0281700	Q6Z351
Os07g0282300	Q69R21
Os07g0297500	Q0D744
Os07g0301200	Q6YS30
Os07g0408700	Q9SMB1
Os07g0409900	Q0D715
Os07g0413700	Q7EYV7
Os07g0424400	Q69V23
Os07g0435400	Q0D6V7
Os07g0437500	Q7XHL3
Os07g0438800	Q6Z156
Os07g0442900	Q6YT98
Os07g0446100	Q7XI08
Os07g0446800	Q8LH82
Os07g0448100	Q8GRT8
Os07g0448400	Q8GRI8
Os07g0448800	Q8H5N9
Os07g0449700	Q0PVB3
Os07g0461500	Q6Z3A8
Os07g0462000	Q6Z3A3
Os07g0466300	Q0D6M1
Os07g0467500	Q6AWX8
Os07g0471000	Q7XIT1
Os07g0471300	Q69UP6
Os07g0472200	Q69UP7
Os07g0475400	Q8H274
Os07g0476900	Q84NN4
Os07g0479300	P52712
Os07g0484200	Q8H2P8
Os07g0484500	Q7XAM0
Os07g0485000	Q0D6F4
Os07g0490200	Q7XHR2
Os07g0492000	Q07661
Os07g0493400	Q7F0Q2
Os07g0495000	Q7F1K9
Os07g0496250	Q850K7
Os07g0497400	Q7F0R1
Os07g0505200	Q6Z461
Os07g0507000	Q0D673
Os07g0509200	Q69RI8
Os07g0509800	Q6Z4A7
Os07g0512200	Q69RC4
Os07g0515000	Q8H4D4
Os07g0515100	P53683
Os07g0516100	Q0D629
Os07g0517000	Q0D622
Os07g0517100	Q7EZ57
Os07g0520800	A3BKF2
Os07g0521000	Q84VK7
Os07g0522500	Q8GU86
Os07g0524100	Q69SA9
Os07g0529000	Q6Z6M4
Os07g0529800	Q0D5W6
Os07g0530600	Q8GVP6
Os07g0533100	A3BKM2
Os07g0541400	Q0D5R3
Os07g0541500	Q0D5R2
Os07g0544800	Q0D5P8
Os07g0545300	Q6ZL43
Os07g0545400	Q6ZL42
Os07g0545500	Q0D5P3
Os07g0545800	Q69VG1
Os07g0548300	Q84ZD2
Os07g0549600	B9FXT3
Os07g0549700	Q84ZC0
Os07g0551600	Q7XHV0
Os07g0551700	Q84S18
Os07g0552800	Q84S11
Os07g0553000	Q6ZF89
Os07g0553300	Q6ZF86
Os07g0553400	Q6ZF85
Os07g0555200	B9FXV5
Os07g0556000	Q69S43
Os07g0556200	Q69S39
Os07g0558500	Q84PB7
Os07g0559700	Q6Z401
Os07g0563300	Q0D5G4
Os07g0564600	Q8H5X5
Os07g0566200	Q8H4S6
Os07g0566500	Q8H4S4
Os07g0568300	Q84SL2
Os07g0568600	Q84SL0
Os07g0568700	Q8GT95
Os07g0569100	Q7XII4
Os07g0569700	Q0D5B9
Os07g0570700	A3BLC3
Os07g0571800	A2PZN8
Os07g0572800	Q0D598
Os07g0573700	Q6ZL17
Os07g0574800	P28752
Os07g0576000	Q0D576
Os07g0576100	Q6ZLA7
Os07g0576500	Q6ZLA3
Os07g0577700	Q6ZL94
Os07g0580500	Q7XI96
Os07g0581700	Q7XI85
Os07g0583300	Q84ZT0
Os07g0583600	Q8GVE1
Os07g0584100	Q0D541
Os07g0586900	Q8H2X8
Os07g0588200	Q0D519
Os07g0592600	Q0D4Z6
Os07g0596300	Q84ZL0
Os07g0600400	Q8H594
Os07g0602900	Q6YVY6
Os07g0604000	Q6Z4H0
Os07g0604300	Q6Z4G8
Os07g0604400	Q6Z4G7
Os07g0604800	Q6Z4G3
Os07g0605200	Q0D4T4
Os07g0606600	Q69J40
Os07g0607800	Q6YSF3
Os07g0608400	Q6YTY3
Os07g0613300	Q8H3A7
Os07g0614500	Q40680
Os07g0614700	Q8H398
Os07g0615200	Q8H395
Os07g0616500	Q8H3I4
Os07g0616800	Q43009
Os07g0618800	Q7F0J0
Os07g0620501	C7J4U3
Os07g0620800	Q8LHA8
Os07g0622000	Q0D4J7
Os07g0622200	Q75W16
Os07g0622900	Q7XI45
Os07g0624600	Q7XI41
Os07g0624700	Q7XI40
Os07g0626600	Q8LI34
Os07g0627000	Q8LI30
Os07g0627700	Q0D4G3
Os07g0628500	Q69V10
Os07g0628600	Q8GSL4
Os07g0630900	Q7XIF5
Os07g0631100	Q8LHP0
Os07g0633500	Q8L4E9
Os07g0635900	Q8H5T6
Os07g0637000	Q0D4B2
Os07g0638000	B9FUF9
Os07g0638300	P0C5C9
Os07g0638400	P0C5D1
Os07g0639100	Q8GVF9
Os07g0640000	A3BMN9
Os07g0640900	Q7XHZ0
Os07g0644100	Q8LIB3
Os07g0646100	Q8H2T0
Os07g0647200	Q8LIF2
Os07g0647900	Q5K5B6
Os07g0656200	A3BMZ5
Os07g0657900	Q70G58
Os07g0658400	Q69RJ0
Os07g0660400	A3BN26
Os07g0662500	P29545
Os07g0662900	Q69Q02
Os07g0665200	P28757
Os07g0667000	Q8H485
Os07g0669200	Q0D3S3
Os07g0669500	Q8H3Q1
Os07g0669700	Q8H3P9
Os07g0671000	A3BNA1
Os07g0671500	P0C0M3
Os07g0671700	Q7XI75
Os07g0673200	Q7XI73
Os07g0677300	Q0D3N0
Os07g0678300	Q7XIW5
Os07g0678600	Q7X996
Os07g0679000	Q7XIV8
Os07g0679700	Q6Z3U3
Os07g0681300	Q7XHW5
Os07g0681400	Q7XHW4
Os07g0682400	Q0D3J9
Os07g0682800	Q6Z4P2
Os07g0683900	Q6Z4N6
Os07g0684000	Q6Z4N4
Os07g0684100	Q6Z4N3
Os07g0684900	Q0D3I7
Os07g0685700	Q8W3L9
Os07g0687000	Q8LIG4
Os07g0687200	Q0JNS6
Os07g0687700	Q7X993
Os07g0688000	Q8H5F8
Os07g0689300	Q69UZ3
Os07g0689600	Q0D3F2
Os07g0691800	P46466
Os07g0692200	Q84NQ7
Os07g0693100	Q0D3D2
Os07g0693500	Q84NP7
Os07g0694400	Q6Z3Y6
Os07g0694700	Q9FE01
Os07g0695100	Q0D3B6
Os08g0101000	Q6Z1Z3
Os08g0101600	Q8W5R1
Os08g0101900	Q6Z1Y7
Os08g0102000	Q6Z1Y6
Os08g0103300	Q69U54
Os08g0104300	Q69U49
Os08g0104600	Q0J8M2
Os08g0105000	Q6ZJM9
Os08g0107900	A0A0P0XB70
Os08g0108100	Q0J8J8
Os08g0108200	Q6ZD63
Os08g0109300	Q6ZC69
Os08g0109400	P0C128
Os08g0112700	Q0J8G8
Os08g0112800	Q6ZCC4
Os08g0113100	Q0J8G4
Os08g0114200	Q6YXT7
Os08g0117000	F9W301
Os08g0117200	Q69UI2
Os08g0117300	Q69UI1
Os08g0117400	Q84VG0
Os08g0118900	Q6ZJ48
Os08g0120000	Q9S827
Os08g0121900	Q6YRM6
Os08g0126300	Q0J8A4
Os08g0126700	Q6ZK57
Os08g0127700	Q6ZK48
Os08g0129700	Q8H0B2
Os08g0130100	Q84UR0
Os08g0130500	P41095
Os08g0131100	Q7EZR4
Os08g0135800	Q6YYC0
Os08g0136100	A3BPF2
Os08g0137100	Q6ZJX0
Os08g0137200	Q6ZJW9
Os08g0137250	Q6ZJW8
Os08g0140300	Q6ZJK7
Os08g0143300	Q6YYZ2
Os08g0143400	Q6YYZ1
Os08g0144100	Q84UL5
Os08g0151800	Q84PW3
Os08g0152000	Q7EYH7
Os08g0152100	Q84S07
Os08g0153300	Q84ZM7
Os08g0154200	Q0J7Y8
Os08g0156900	Q6ZD95
Os08g0157000	Q5J4W4
Os08g0157500	Q6ZD89
Os08g0157700	Q7EZD5
Os08g0159500	Q0J7V9
Os08g0159800	Q84UQ3
Os08g0159900	Q84UQ1
Os08g0160500	Q84UP7
Os08g0162100	Q0J7U6
Os08g0162800	Q84SC3
Os08g0163400	Q0J7T6
Os08g0174500	Q0J7P4
Os08g0174700	Q6Z4U4
Os08g0174900	Q6Z4U2
Os08g0175300	Q6Z4T5
Os08g0175600	Q6Z4T3
Os08g0176100	Q0J7N5
Os08g0176900	Q6ZBS8
Os08g0178200	Q6ZKF0
Os08g0180000	Q6Z9U7
Os08g0187500	Q6ZAR0
Os08g0188000	Q0J7J7
Os08g0188900	Q6YZB2
Os08g0189100	Q6YZA9
Os08g0189200	Q6YZZ7
Os08g0189300	Q6YZZ6
Os08g0189400	Q6YZA6
Os08g0189500	Q6YZA4
Os08g0189600	Q6YZZ2
Os08g0189700	Q6YZA1
Os08g0189850	Q6YZ99
Os08g0189900	Q6YZ97
Os08g0190100	Q6YZY5
Os08g0191100	Q6YZX6
Os08g0191433	A0A0P0XCU3
Os08g0191600	Q6Z1D5
Os08g0191700	Q948T6
Os08g0192900	Q6Z1C0
Os08g0197700	Q6Z058
Os08g0199300	Q6Z1J6
Os08g0199400	Q0J7E4
Os08g0200100	Q6Z1I5
Os08g0205900	Q6ZCF0
Os08g0206400	Q8VXB1
Os08g0207500	Q6ZJ91
Os08g0218700	Q6YUE5
Os08g0231400	Q6ZCR3
Os08g0237000	Q76BW5
Os08g0237200	Q6Z9A3
Os08g0240800	Q0J716
Os08g0242400	Q6Z3L4
Os08g0242700	Q0J709
Os08g0245200	P17814
Os08g0245400	Q6ZKV8
Os08g0248800	Q9LD61
Os08g0250900	Q6Z517
Os08g0253800	Q7PC69
Os08g0254500	Q6ZG25
Os08g0258200	Q7EZ44
Os08g0270400	Q0J6T3
Os08g0280200	Q6ZCX3
Os08g0280300	Q6ZCX1
Os08g0288200	Q0J6P7
Os08g0292900	Q0J6N4
Os08g0299400	Q6UTZ2
Os08g0301500	Q6ZHZ1
Os08g0319900	Q0J6H8
Os08g0323700	Q6Z0E2
Os08g0324300	Q6Z0D9
Os08g0325134	Q6Z0D2
Os08g0326400	P35685
Os08g0327400	Q6Z0I4
Os08g0333500	Q6YTQ4
Os08g0342300	Q6ZCZ2
Os08g0344600	Q84QU8
Os08g0345500	Q7EZW6
Os08g0345800	P15280
Os08g0357000	Q6YZM6
Os08g0358800	Q2HWG0
Os08g0359500	Q6YYB0
Os08g0360100	Q6YYA3
Os08g0368000	Q0J649
Os08g0369300	Q6Z256
Os08g0374800	Q6ZDJ7
Os08g0376700	Q8GVV6
Os08g0377200	Q2HWG1
Os08g0378900	Q8H2V6
Os08g0380100	Q6ZA27
Os08g0384100	Q6YW64
Os08g0384500	Q6YW62
Os08g0387400	Q6ZA06
Os08g0390000	Q6ZBF6
Os08g0398400	Q6ZIV7
Os08g0398700	Q0J5V5
Os08g0399600	Q6ZJS7
Os08g0409100	Q6ZAL2
Os08g0412401	Q5DJV7
Os08g0416000	Q6ZA74
Os08g0416100	A3BT52
Os08g0421100	Q8H339
Os08g0422200	Q8H329
Os08g0424500	Q84LK3
Os08g0425300	Q84Q51
Os08g0427300	Q7EY72
Os08g0427700	Q84NJ4
Os08g0428400	Q6ZJU3
Os08g0430500	Q6ZKC0
Os08g0431200	Q6ZKB2
Os08g0431900	Q6VAM4
Os08g0433100	B9G125
Os08g0434500	Q6YWK8
Os08g0436400	Q6Z541
Os08g0438100	Q0J5F8
Os08g0438400	Q6Z528
Os08g0441100	Q6Z9F4
Os08g0448000	Q6ZAC1
Os08g0453800	Q6ZAG3
Os08g0455900	Q6Z0Q9
Os08g0457600	Q7XAP4
Os08g0458600	Q6ZC03
Os08g0459600	Q6Z965
Os08g0459700	Q6Z964
Os08g0460000	Q6ZBZ2
Os08g0460600	Q6Z955
Os08g0462700	Q6YUB8
Os08g0463900	Q6YUA8
Os08g0465000	Q6YPD0
Os08g0466200	Q6YSA9
Os08g0468100	P16081
Os08g0471000	Q6Z9R8
Os08g0472000	Q6ZDF3
Os08g0472800	Q6ZDE3
Os08g0473600	P27934
Os08g0473900	P27933
Os08g0477500	Q6ZJD3
Os08g0479300	Q4KYM5
Os08g0479400	Q6ZB90
Os08g0480800	Q84J55
Os08g0481400	Q6Z248
Os08g0481950	Q6Z234
Os08g0482300	Q6Z232
Os08g0484600	Q852Q1
Os08g0490900	Q6ZBP3
Os08g0491700	A3BUD2
Os08g0496500	Q9XE33
Os08g0496800	Q7F8U7
Os08g0498100	Q9XGP7
Os08g0498400	Q7F8T6
Os08g0500300	Q6ZKL8
Os08g0500700	Q0J4P2
Os08g0503800	Q6ZFH6
Os08g0504700	Q84PD8
Os08g0508800	P38419
Os08g0509100	Q84YK8
Os08g0509200	Q84YK7
Os08g0509400	Q7EXZ4
Os08g0509600	Q7EXZ2
Os08g0510300	Q84YJ9
Os08g0511700	Q6Z8P4
Os08g0512600	Q0J4I1
Os08g0512700	Q9XHL5
Os08g0513700	Q6Z8M8
Os08g0520100	Q0J4D4
Os08g0520500	Q6YZW0
Os08g0520900	D0TZF0
Os08g0528500	Q6ZIB9
Os08g0529000	Q6ZIB5
Os08g0531600	Q6YZE8
Os08g0531700	Q0J466
Os08g0532200	Q6YZE2
Os08g0532300	Q9XJ54
Os08g0535200	Q6YZF3
Os08g0536000	Q6Z1G7
Os08g0536200	Q6Z1G3
Os08g0538300	A0A0P0XII1
Os08g0538700	Q84QM3
Os08g0540400	Q6ZIU9
Os08g0544400	Q8GU82
Os08g0544500	Q6ZBH9
Os08g0544800	Q6ZBH6
Os08g0545500	Q0J3Y6
Os08g0545500	Q0J3Y7
Os08g0546300	Q6ZFW0
Os08g0546800	Q6Z9C8
Os08g0547100	Q6Z9C3
Os08g0547500	Q6Z9D2
Os08g0548900	Q6YT00
Os08g0549100	Q6ZJJ1
Os08g0549200	Q6ZJJ0
Os08g0557600	Q6ZJ08
Os08g0557700	Q6VAK3
Os08g0557900	Q6ZJ05
Os08g0558400	B7EJ91
Os08g0558800	B7F845
Os08g0559300	Q6YZI0
Os08g0561700	P93407
Os08g0561900	Q6YYW5
Os08g0562700	B7EA73
Os08g0564000	Q8H6H0
Os08g0565200	Q84ZA1
Os08g0565800	Q0J3L4
Os09g0103500	Q69K07
Os09g0110300	Q6YX89
Os09g0111100	Q0J3H7
Os09g0114500	Q6YUL8
Os09g0127800	Q0J3D9
Os09g0133600	Q6K439
Os09g0134500	Q6K431
Os09g0240200	O82117
Os09g0247700	B9G2A8
Os09g0249400	Q6K478
Os09g0249900	Q6K471
Os09g0254600	Q0J361
Os09g0255000	Q0J360
Os09g0255200	Q6K309
Os09g0256600	A3BWJ9
Os09g0258700	Q0J349
Os09g0259200	B9G2E6
Os09g0277800	Q6H5J0
Os09g0279600	Q6H442
Os09g0280500	Q6H434
Os09g0281700	P25766
Os09g0293500	Q69JN6
Os09g0297000	Q69TB1
Os09g0297400	Q69VR7
Os09g0298200	Q69T99
Os09g0299400	Q69TN4
Os09g0305900	Q69KP0
Os09g0306800	Q69KN0
Os09g0314400	Q0J2R1
Os09g0315100	Q69LX2
Os09g0323000	Q6K2E1
Os09g0325700	Q0J2L7
Os09g0329000	Q6K2M1
Os09g0332360	C7J6G6
Os09g0332700	A3BXL8
Os09g0333000	Q6EQ60
Os09g0333500	B9G300
Os09g0333600	B9G300
Os09g0344500	Q6EPG8
Os09g0345700	Q6EQG2
Os09g0346400	Q762B4
Os09g0346500	P12330
Os09g0347800	Q6ES10
Os09g0359800	Q0J2C6
Os09g0361200	Q6K550
Os09g0361400	Q6K548
Os09g0362500	Q0J2B5
Os09g0362800	Q6K4E7
Os09g0364000	Q69NK8
Os09g0368200	A0A0P0XM10
Os09g0368500	Q0J290
Os09g0369400	Q6H5L4
Os09g0370300	Q6H4G3
Os09g0376900	Q6H4R6
Os09g0379600	A3BYC1
Os09g0382300	Q0J233
Os09g0382400	Q6H612
Os09g0382500	Q6H611
Os09g0383400	Q6H601
Os09g0385700	Q6H595
Os09g0394300	Q6H3Z9
Os09g0395300	Q0J235
Os09g0396900	Q6ERE5
Os09g0399800	Q6ERX1
Os09g0400000	Q6ERW9
Os09g0400300	Q6ERW7
Os09g0400400	Q6ERW5
Os09g0401200	Q6ES52
Os09g0401300	Q6ES51
Os09g0407200	Q40742
Os09g0414500	Q6ER22
Os09g0414600	Q6ER21
Os09g0417600	Q6EPZ2
Os09g0417800	Q6EPZ0
Os09g0418000	Q6ERS4
Os09g0418500	Q6ERS0
Os09g0420800	P0C030
Os09g0421200	B9G3M6
Os09g0422500	Q69P51
Os09g0423600	Q69QJ7
Os09g0426800	Q69PA8
Os09g0428000	Q69L19
Os09g0439200	Q69P94
Os09g0440700	Q69P80
Os09g0442300	P25778
Os09g0442600	Q67UU0
Os09g0447000	Q67UE2
Os09g0448200	Q67UC7
Os09g0449000	Q67V61
Os09g0451400	Q0J1C1
Os09g0451500	Q67UF5
Os09g0452200	Q67UE8
Os09g0455200	Q67U94
Os09g0456800	Q67TP9
Os09g0457100	Q0J185
Os09g0457400	P27932
Os09g0457600	P27937
Os09g0457800	P27939
Os09g0459500	Q67J19
Os09g0459600	Q67J17
Os09g0459900	Q67J15
Os09g0466100	Q6YXH8
Os09g0466400	Q6YXH5
Os09g0469400	B9G434
Os09g0470500	Q6K498
Os09g0478100	Q651X7
Os09g0478300	Q651X6
Os09g0480900	Q69QR8
Os09g0482100	Q69QQ6
Os09g0482400	Q07078
Os09g0482600	Q07078
Os09g0485900	P49210
Os09g0486500	A3C039
Os09g0488000	Q5U9F2
Os09g0490400	A3C053
Os09g0491100	Q0J0N4
Os09g0491532	A3C057
Os09g0491756	Q9ZQW8
Os09g0500600	Q0J0S6
Os09g0504400	P93411
Os09g0505400	D5A7J3
Os09g0505600	O64464
Os09g0505700	Q9SE42
Os09g0506800	Q76CY8
Os09g0507100	Q0J0K1
Os09g0507200	Q9SAR1
Os09g0507800	P0DKK7
Os09g0508500	B7E321
Os09g0509200	Q0J0H4
Os09g0511000	D7UPN3
Os09g0511600	B7F7K7
Os09g0511700	Q0J0G2
Os09g0511900	Q0J0G1
Os09g0514200	Q69IM9
Os09g0516200	Q69IL4
Os09g0517600	Q69MT2
Os09g0518700	Q0J0B2
Os09g0520200	Q0J0A4
Os09g0520600	Q650U0
Os09g0520700	Q650T9
Os09g0521800	B9FMX4
Os09g0521900	Q64MA3
Os09g0522000	Q3T5N4
Os09g0522100	Q0J090
Os09g0522200	Q64MA1
Os09g0525500	O23810
Os09g0525700	B9G4M9
Os09g0526300	Q7Y0V7
Os09g0526600	Q652B0
Os09g0526700	Q652A8
Os09g0527700	Q652A1
Os09g0528000	Q651Z7
Os09g0528100	P47909
Os09g0528200	Q651Z5
Os09g0529100	Q69NG5
Os09g0530200	Q69NF5
Os09g0531200	Q652K6
Os09g0532000	Q652K1
Os09g0532400	Q689G6
Os09g0533100	Q0J035
Os09g0533400	Q0J032
Os09g0533900	Q69SG5
Os09g0534800	Q8W0W3
Os09g0535300	Q69JZ7
Os09g0538200	Q0J006
Os09g0539200	Q0IZZ8
Os09g0541000	Q651D5
Os09g0543900	Q7XXN5
Os09g0544000	Q7XXN4
Os09g0545300	B7F8P5
Os09g0547500	B7E7M8
Os09g0553600	Q0IZS0
Os09g0555500	B6UV92
Os09g0556400	Q0IZQ3
Os09g0556500	Q0IZQ2
Os09g0558000	Q653S3
Os09g0558100	Q9LRI7
Os09g0563200	Q653B6
Os09g0567300	Q652L6
Os09g0567400	Q6VAK4
Os09g0567700	Q652L2
Os09g0567900	Q652Q8
Os09g0568400	P0CH35
Os09g0568500	Q652Q1
Os09g0568600	Q652Q0
Os09g0568700	Q652P9
Os09g0569400	Q652P4
Os09g0570400	Q652N5
Os09g0572200	Q651A1
Os10g0100300	Q10A77
Os10g0100700	Q8W3D0
Os10g0103700	Q7G737
Os10g0103800	Q33BI9
Os10g0104900	C0SQ89
Os10g0105700	Q8RV06
Os10g0108700	Q7XHC4
Os10g0113000	Q7G764
Os10g0113100	Q7G765
Os10g0114400	Q7G768
Os10g0114500	P0DH88
Os10g0115200	P0DH89
Os10g0115500	Q7XH85
Os10g0118000	Q8VWG4
Os10g0118200	Q8VWJ6
Os10g0119300	Q7G6K7
Os10g0138100	Q7XH05
Os10g0147400	Q7XGU4
Os10g0158625	Q7XGM6
Os10g0163340	Q10A30
Os10g0167300	Q42971
Os10g0167600	Q6F6A2
Os10g0180000	Q33AH8
Os10g0189600	Q7G4P2
Os10g0194200	Q8H859
Os10g0195600	Q7G4G7
Os10g0205200	Q8S625
Os10g0205300	Q8S626
Os10g0205500	Q8S628
Os10g0207500	Q8S6P9
Os10g0317900	Q8LM92
Os10g0320100	Q7G602
Os10g0323000	Q7XFU9
Os10g0323500	Q339X2
Os10g0323600	Q9FUD1
Os10g0323900	Q9FUD1
Os10g0324900	Q339W7
Os10g0330600	Q7G3T8
Os10g0340600	Q7XFK2
Os10g0341700	Q339N5
Os10g0343200	Q339M6
Os10g0343400	Q94GM9
Os10g0346300	Q339K6
Os10g0347800	Q8H8K7
Os10g0359200	Q7XFE1
Os10g0362300	A1A697
Os10g0363300	Q8S6N5
Os10g0369500	Q8S5M8
Os10g0369900	Q8S5N2
Os10g0370000	Q339D2
Os10g0377300	Q338Z7
Os10g0378300	Q109R6
Os10g0379100	Q338X7
Os10g0380100	Q8LMI4
Os10g0389000	Q338P8
Os10g0391300	Q338N2
Os10g0391400	Q7XEZ6
Os10g0391801	Q7XEZ4
Os10g0392400	Q7XEZ1
Os10g0392600	Q7XEY9
Os10g0393100	Q7G7C7
Os10g0397600	A3C4H3
Os10g0400200	P07730
Os10g0402200	Q0IY07
Os10g0403000	Q7Y1V5
Os10g0404300	Q338G6
Os10g0404500	Q948L0
Os10g0404900	Q94GL5
Os10g0405500	B9G5N1
Os10g0406400	Q7PC67
Os10g0409400	Q7XES5
Os10g0410600	A3C4N5
Os10g0415600	Q0IXP9
Os10g0415800	Q338C0
Os10g0415900	Q338B9
Os10g0417600	A3C4S4
Os10g0418000	Q8S857
Os10g0418100	Q7XEK4
Os10g0419300	Q338B0
Os10g0419400	A1L4T4
Os10g0419500	Q7XEJ5
Os10g0430200	Q337Y2
Os10g0437400	Q7XE50
Os10g0437600	Q7XE48
Os10g0439100	Q7XE35
Os10g0439200	Q4PR40
Os10g0442900	B9G5Y5
Os10g0444600	Q7XDZ7
Os10g0444700	Q8H6G8
Os10g0445600	Q7XDY9
Os10g0450900	A3C5A7
Os10g0456200	Q7XDQ7
Os10g0457500	Q7XDP2
Os10g0463400	Q7Y0W5
Os10g0465700	Q9AV88
Os10g0466300	Q9AV81
Os10g0467600	P48600
Os10g0467800	Q9AV71
Os10g0471100	Q7XDI3
Os10g0471300	Q9FWK4
Os10g0471700	Q7XDH8
Os10g0478000	Q7XDD0
Os10g0478200	Q7XDC8
Os10g0479500	Q7XDB8
Os10g0479900	Q9AV47
Os10g0480200	Q9AV49
Os10g0480500	Q9AV50
Os10g0481500	Q9AV57
Os10g0482700	Q8LNW4
Os10g0483500	Q8LNV6
Os10g0485300	Q7XD99
Os10g0485600	Q7XD96
Os10g0487300	Q7XD82
Os10g0489100	Q75G68
Os10g0489301	Q7XD66
Os10g0489400	Q7XD65
Os10g0490100	Q9FWT5
Os10g0490500	Q8LN49
Os10g0490666	Q9FWU1
Os10g0492600	Q9FWV6
Os10g0493600	Q9FXT4
Os10g0495500	Q8LNU5
Os10g0496900	Q8W3D9
Os10g0497700	Q8W3E8
Os10g0499600	Q0IWM5
Os10g0500700	Q0IWL9
Os10g0502400	P0C587
Os10g0502500	Q9FVZ9
Os10g0502600	Q9FVZ7
Os10g0503700	Q109G2
Os10g0508300	Q8L556
Os10g0510000	A3C6D7
Os10g0512800	Q9FW70
Os10g0513200	Q0IWF3
Os10g0513300	Q337C0
Os10g0516100	A3C6G9
Os10g0516300	Q337B8
Os10g0521000	Q9FWC1
Os10g0521100	Q337A5
Os10g0521600	Q337A0
Os10g0530900	Q06398
Os10g0533600	Q336X9
Os10g0535900	Q8W2X8
Os10g0536100	P0C5B2
Os10g0536400	Q8W2X5
Os10g0537100	Q8LNN8
Os10g0539600	P53682
Os10g0542100	Q109B0
Os10g0542400	Q7XCL0
Os10g0542800	Q336V9
Os10g0542900	Q7XCK6
Os10g0544900	Q7XCJ7
Os10g0545000	A3BV82
Os10g0545200	Q9AV39
Os10g0545700	Q336V5
Os10g0546400	Q9AV28
Os10g0547500	Q9AV23
Os10g0548600	Q7XCG7
Os10g0548900	Q94LU9
Os10g0553300	Q9FWQ2
Os10g0555600	Q7XCA7
Os10g0555700	O24230
Os10g0555900	Q336T5
Os10g0556100	Q94LR4
Os10g0561400	Q7XC57
Os10g0561800	Q7XC54
Os10g0562100	Q7XC51
Os10g0563600	Q336R9
Os10g0563900	Q7XC35
Os10g0564500	P0C5D6
Os10g0564800	Q7XC27
Os10g0565600	Q336R3
Os10g0567400	Q8S7E1
Os10g0572300	Q8S7M7
Os10g0573400	Q7XBY6
Os10g0575000	Q336P5
Os10g0575600	Q336P2
Os10g0575700	Q7XBW5
Os10g0576100	Q7XBW0
Os10g0577600	Q336N8
Os10g0578200	Q8W3F9
Os10g0578950	Q336M7
Os10g0580300	Q336M2
Os10g0580400	Q7XBS0
Os11g0100100	Q2RBS4
Os11g0102100	Q33DK1
Os11g0102200	Q2RBR1
Os11g0104300	Q2RBP2
Os11g0104900	Q2RBN7
Os11g0105000	Q2QYW1
Os11g0108700	Q2RBK2
Os11g0109000	Q2RBJ6
Os11g0109200	Q2RBJ4
Os11g0109500	Q2RBJ2
Os11g0109900	Q0IV63
Os11g0109933	C7J8E5
Os11g0113700	Q2RBF0
Os11g0114600	Q2RBE3
Os11g0115100	Q2QYL3
Os11g0115350	Q7XJ39
Os11g0118200	Q2RBB1
Os11g0119311	B9G934
Os11g0124300	Q2RB59
Os11g0127600	Q2RB33
Os11g0127900	Q0IQF7
Os11g0128300	Q2RB28
Os11g0134300	Q2RAX3
Os11g0134400	Q0IUU4
Os11g0136600	Q2RAV0
Os11g0137000	P0C0X5
Os11g0140400	Q2RAS0
Os11g0140800	Q2RAR6
Os11g0141900	Q2RAQ5
Os11g0143200	Q2RAP4
Os11g0143300	Q2RAP3
Os11g0143500	Q2RAP0
Os11g0146800	Q7GBF7
Os11g0148500	Q2RAK2
Os11g0149400	Q0IUL4
Os11g0152700	Q53Q70
Os11g0155900	Q2RAD9
Os11g0156000	Q53QI0
Os11g0157100	Q2RAC5
Os11g0160300	Q2RA93
Os11g0161900	Q53PN2
Os11g0163600	Q53PP5
Os11g0167800	Q53JF7
Os11g0169200	Q53JG7
Os11g0169900	Q0IUB5
Os11g0170900	B9G9L9
Os11g0171300	Q40677
Os11g0171500	Q53P85
Os11g0174000	Q53PC7
Os11g0175700	Q53PH2
Os11g0184300	Q53NF0
Os11g0184800	Q0IU52
Os11g0184900	Q53NF7
Os11g0186400	Q9LRE6
Os11g0186500	Q53P49
Os11g0186800	Q53P54
Os11g0189600	H2KWF1
Os11g0191400	Q53NI2
Os11g0197600	Q2R9D2
Os11g0199200	Q53LQ0
Os11g0210300	Q2R8Z5
Os11g0210500	Q0ITW7
